rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/std,train/loss,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates
-245.1836137,27,55296,523,105,200.0,33.757121794564384,0.007149036,0.0003,-1.0521015459937708,-0.006262358722285301,0.6944553852081299,7.012491226196289,0.9662165679037571,0.2,0.07507672991071429,1820
-238.18674356,28,57344,543,105,200.0,125.01505424465452,0.0058606146,0.0003,-1.0456289178558758,-0.005199303817477942,0.6827253699302673,45.96439743041992,0.8836275115609169,0.2,0.06291155133928572,1890
-221.07998621,29,59392,562,105,200.0,181.71020297578403,0.0060332553,0.0003,-1.048576750074114,-0.006819480757362076,0.6933230757713318,77.27473449707031,0.9160275757312775,0.2,0.06591099330357143,1960
-209.96160979999996,30,61440,582,105,200.0,234.44247262052127,0.004801308,0.0003,-1.0363739719880478,-0.009195870147544026,0.6768514513969421,81.47962951660156,0.8944818004965782,0.2,0.050230189732142855,2030
-213.95141360000002,31,63488,602,105,200.0,210.9301933727094,0.009593632,0.0003,-0.9833180730896337,-0.00938312204192958,0.6315253973007202,140.165283203125,0.8921308815479279,0.2,0.09612862723214285,2100
-209.80688477,32,65536,621,105,200.0,10.650320997035928,0.010153034,0.0003,-0.9623873269451516,-0.004779059139712314,0.6302694082260132,0.6876667141914368,0.9321551993489265,0.2,0.09154575892857143,2170
-223.96990914000003,33,67584,641,105,200.0,3.868933664155858,0.022402683,0.0003,-0.9063392269025956,-0.00908029571125683,0.5855715274810791,0.8174435496330261,0.9901100192219019,0.2,0.10535016741071429,2240
-271.02548669000004,34,69632,660,105,200.0,85.69736810731037,0.005280609,0.0003,-0.883230989000627,-0.004195925362624361,0.5874375700950623,9.828636169433594,0.8212173581123352,0.2,0.03446568080357143,2310
-299.89718106,35,71680,680,105,200.0,160.20759959220885,0.006363455,0.0003,-0.8905627824100001,-0.004877831990182001,0.5895434021949768,37.53915023803711,0.8632860779762268,0.2,0.07433035714285714,2380
-325.2325362700001,36,73728,702,105,200.0,104.34202120091234,0.0054920437,0.0003,-0.8825083770390068,-0.004340993119486874,0.5867646932601929,41.13026428222656,0.9412899166345596,0.2,0.08278459821428572,2450
-331.69499083999995,37,75776,724,104,200.0,248.73103000947407,0.0070280973,0.0003,-0.8927324999655996,-0.008786952126372073,0.5969015955924988,77.79685974121094,0.9575984477996826,0.2,0.074755859375,2520
-314.20729881000005,38,77824,748,103,200.0,850.819613628728,0.007323287,0.0003,-0.8901135174025382,-0.012872977650321055,0.5847851037979126,705.275390625,0.9367598220705986,0.2,0.08207310267857143,2590
-320.95855688,39,79872,771,103,200.0,49.20476079170725,0.011554808,0.0003,-0.8548758714592882,-0.0033411827493442354,0.5589643716812134,2.1723170280456543,0.7583300620317459,0.2,0.10174386160714285,2660
-323.40572213999997,40,81920,793,103,200.0,300.4438587191914,0.0035783881,0.0003,-0.8459363408120615,-0.00417582300371058,0.5703296065330505,45.206817626953125,0.8352627754211426,0.2,0.020235770089285714,2730
-324.29851404000004,41,83968,816,102,200.0,390.2963317828519,0.0076206196,0.0003,-0.867677251781736,-0.010919078767931622,0.5805458426475525,346.0310363769531,0.9192616492509842,0.2,0.04673549107142857,2800
-325.91366437,42,86016,840,102,200.0,10.423323925611164,0.040155828,0.0003,-0.8884945592443858,-0.005128903898003046,0.5755705237388611,0.17743293941020966,0.8745809644460678,0.2,0.10283900669642858,2870
-351.24250176999993,43,88064,863,102,200.0,129.52834257649124,0.0024749856,0.0003,-0.8735663238912821,-0.002752088682193841,0.5829639434814453,99.57774353027344,0.8348197340965271,0.2,0.026527622767857143,2940
-326.77319049,44,90112,886,101,200.0,157.24805959207671,0.006751133,0.0003,-0.8842239687219262,-0.005834310660013995,0.5893697142601013,56.295536041259766,0.9287603795528412,0.2,0.059249441964285714,3010
-327.32470293,45,92160,910,101,200.0,121.31227392767157,0.009528924,0.0003,-0.9302639824471304,-0.005765017307879004,0.6227009296417236,19.010053634643555,0.964880246669054,0.2,0.06891043526785715,3080
-291.60878550000007,46,94208,934,100,200.0,478.45562556726594,0.012636304,0.0003,-0.9122194032317825,-0.008216008135683036,0.58871990442276,166.44879150390625,0.9662118218839169,0.2,0.10000697544642857,3150
-302.4617571,47,96256,956,100,200.0,56.35818250775337,0.0070599876,0.0003,-0.8862720362043807,-0.0011692586090898008,0.5856464505195618,9.509544372558594,0.9845607625320554,0.2,0.068408203125,3220
-309.40147832,48,98304,977,100,200.0,81.92884525060654,0.011074582,0.0003,-0.9187082092410752,-0.013926499354836,0.6150083541870117,18.604005813598633,0.9889179645106196,0.2,0.10574079241071428,3290
-307.98648282,49,100352,996,100,200.0,196.71805008242706,0.01196274,0.0003,-0.8963570864605052,-0.0011198800965628055,0.5805619955062866,16.0584716796875,0.7096116244792938,0.2,0.06619001116071428,3360
